source	target	relation	type	attributes
INST::449347::223::223::17::свидетельство	INST::449347::223::223::18::рождении	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 17}""]}"
INST::449347::223::223::17::свидетельство	INST::449347::223::223::21::документ	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 17, \""dep_idx\"": 21}""]}"
INST::449347::223::223::18::рождении	LEM::рождение::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::18::рождении	INST::449347::223::223::19::ребенка	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 18, \""dep_idx\"": 19}""]}"
INST::449347::223::223::18::рождении	INST::449347::223::223::19::ребенка	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 18}""]}"
INST::449347::223::223::19::ребенка	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::19::ребенка	INST::449347::223::223::20::иной	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 19}""]}"
INST::449347::223::223::20::иной	LEM::иной::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::20::иной	INST::449347::223::223::21::документ	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 20}""]}"
INST::449347::223::223::21::документ	LEM::документ::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::21::документ	INST::449347::223::223::20::иной	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 21, \""dep_idx\"": 20}""]}"
INST::449347::223::223::21::документ	INST::449347::223::223::22::подтверждающий	acl	dep	"{""type"": ""dep"", ""label"": ""acl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 21, \""dep_idx\"": 22}""]}"
INST::449347::223::223::21::документ	INST::449347::223::223::22::подтверждающий	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 21}""]}"
INST::449347::223::223::22::подтверждающий	LEM::подтверждать::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::22::подтверждающий	INST::449347::223::223::23::факт	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 22, \""dep_idx\"": 23}""]}"
INST::449347::223::223::22::подтверждающий	INST::449347::223::223::23::факт	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 22}""]}"
INST::449347::223::223::23::факт	LEM::факт::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::23::факт	INST::449347::223::223::24::рождения	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 23, \""dep_idx\"": 24}""]}"
INST::449347::223::223::23::факт	INST::449347::223::223::24::рождения	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 23}""]}"
INST::449347::223::223::23::факт	INST::449347::223::223::27::выданный	acl	dep	"{""type"": ""dep"", ""label"": ""acl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 23, \""dep_idx\"": 27}""]}"
LEM::факт::NOUN	LEM::рождение::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 23, \""dep_idx\"": 24}, {\""article_id\"": \""449347\"", \""row_idx\"": 239, \""sent_id\"": \""239\"", \""head_idx\"": 7, \""dep_idx\"": 8}]""}"
LEM::факт::NOUN	LEM::выдать::VERB	acl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""acl"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 23, \""dep_idx\"": 27}, {\""article_id\"": \""449347\"", \""row_idx\"": 239, \""sent_id\"": \""239\"", \""head_idx\"": 7, \""dep_idx\"": 11}]""}"
INST::449347::223::223::24::рождения	LEM::рождение::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::24::рождения	INST::449347::223::223::25::регистрации	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 24, \""dep_idx\"": 25}""]}"
INST::449347::223::223::24::рождения	INST::449347::223::223::25::регистрации	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 24}""]}"
INST::449347::223::223::25::регистрации	LEM::регистрация::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::25::регистрации	INST::449347::223::223::26::ребенка	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 25, \""dep_idx\"": 26}""]}"
INST::449347::223::223::25::регистрации	INST::449347::223::223::26::ребенка	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 25}""]}"
INST::449347::223::223::26::ребенка	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::26::ребенка	INST::449347::223::223::27::выданный	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 26}""]}"
INST::449347::223::223::27::выданный	LEM::выдать::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::27::выданный	INST::449347::223::223::29::органом	obl:agent	dep	"{""type"": ""dep"", ""label"": ""obl:agent"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 27, \""dep_idx\"": 29}""]}"
INST::449347::223::223::27::выданный	INST::449347::223::223::28::компетентным	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 27}""]}"
INST::449347::223::223::28::компетентным	LEM::компетентный::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::28::компетентным	INST::449347::223::223::29::органом	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 28}""]}"
INST::449347::223::223::29::органом	LEM::орган::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::29::органом	INST::449347::223::223::28::компетентным	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 29, \""dep_idx\"": 28}""]}"
INST::449347::223::223::29::органом	INST::449347::223::223::31::государства	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 29, \""dep_idx\"": 31}""]}"
INST::449347::223::223::29::органом	INST::449347::223::223::30::иностранного	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 29}""]}"
INST::449347::223::223::30::иностранного	LEM::иностранный::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::30::иностранного	INST::449347::223::223::31::государства	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 30}""]}"
INST::449347::223::223::31::государства	LEM::государство::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::31::государства	INST::449347::223::223::30::иностранного	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 31, \""dep_idx\"": 30}""]}"
INST::449347::223::223::31::государства	INST::449347::223::223::32::документ	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 31}""]}"
INST::449347::223::223::32::документ	LEM::документ::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::32::документ	INST::449347::223::223::33::удостоверяющий	acl	dep	"{""type"": ""dep"", ""label"": ""acl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 32, \""dep_idx\"": 33}""]}"
INST::449347::223::223::32::документ	INST::449347::223::223::33::удостоверяющий	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 32}""]}"
INST::449347::223::223::33::удостоверяющий	LEM::удостоверять::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::33::удостоверяющий	INST::449347::223::223::34::личность	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 33, \""dep_idx\"": 34}""]}"
INST::449347::223::223::33::удостоверяющий	INST::449347::223::223::34::личность	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 33}""]}"
LEM::удостоверять::VERB	LEM::личность::NOUN	obj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""obj"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 33, \""dep_idx\"": 34}]""}"
INST::449347::223::223::34::личность	LEM::личность::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::223::223::34::личность	INST::449347::223::223::35::заявителя	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 34, \""dep_idx\"": 35}""]}"
INST::449347::223::223::34::личность	INST::449347::223::223::35::заявителя	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""i\"": 34}""]}"
LEM::личность::NOUN	LEM::заявитель::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 223, \""sent_id\"": \""223\"", \""head_idx\"": 34, \""dep_idx\"": 35}]""}"
INST::449347::223::223::35::заявителя	LEM::заявитель::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::1::Подтвердить	LEM::подтвердить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::1::Подтвердить	INST::449347::224::224::2::родство	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::449347::224::224::1::Подтвердить	INST::449347::224::224::2::родство	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 1}""]}"
INST::449347::224::224::1::Подтвердить	INST::449347::224::224::4::портале	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 1, \""dep_idx\"": 4}""]}"
INST::449347::224::224::2::родство	LEM::родство::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::2::родство	INST::449347::224::224::3::ребенком	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::449347::224::224::2::родство	INST::449347::224::224::3::ребенком	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 2}""]}"
INST::449347::224::224::3::ребенком	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::3::ребенком	INST::449347::224::224::4::портале	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 3}""]}"
INST::449347::224::224::4::портале	LEM::портал::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::4::портале	INST::449347::224::224::5::Мос	appos	dep	"{""type"": ""dep"", ""label"": ""appos"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::449347::224::224::4::портале	INST::449347::224::224::5::Мос	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 4}""]}"
INST::449347::224::224::5::Мос	LEM::мос::X	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::5::Мос	INST::449347::224::224::6::точка	appos	dep	"{""type"": ""dep"", ""label"": ""appos"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 5, \""dep_idx\"": 6}""]}"
INST::449347::224::224::5::Мос	INST::449347::224::224::6::точка	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 5}""]}"
INST::449347::224::224::6::точка	LEM::точка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::6::точка	INST::449347::224::224::7::ру	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 6, \""dep_idx\"": 7}""]}"
INST::449347::224::224::6::точка	INST::449347::224::224::7::ру	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 6}""]}"
INST::449347::224::224::7::ру	LEM::ру::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::7::ру	INST::449347::224::224::8::можно	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 7}""]}"
INST::449347::224::224::8::можно	LEM::можно::ADV	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::8::можно	INST::449347::224::224::1::Подтвердить	csubj	dep	"{""type"": ""dep"", ""label"": ""csubj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 8, \""dep_idx\"": 1}""]}"
INST::449347::224::224::8::можно	INST::449347::224::224::8::можно	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 8, \""dep_idx\"": 8}""]}"
INST::449347::224::224::8::можно	INST::449347::224::224::10::кабинете	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 8, \""dep_idx\"": 10}""]}"
INST::449347::224::224::8::можно	INST::449347::224::224::9::личном	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 8}""]}"
INST::449347::224::224::9::личном	LEM::личный::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::9::личном	INST::449347::224::224::10::кабинете	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 9}""]}"
INST::449347::224::224::10::кабинете	LEM::кабинет::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::10::кабинете	INST::449347::224::224::9::личном	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 10, \""dep_idx\"": 9}""]}"
INST::449347::224::224::10::кабинете	INST::449347::224::224::11::разделе	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 10, \""dep_idx\"": 11}""]}"
INST::449347::224::224::10::кабинете	INST::449347::224::224::11::разделе	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 10}""]}"
INST::449347::224::224::11::разделе	LEM::раздел::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::11::разделе	INST::449347::224::224::12::Семья	appos	dep	"{""type"": ""dep"", ""label"": ""appos"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 11, \""dep_idx\"": 12}""]}"
INST::449347::224::224::11::разделе	INST::449347::224::224::12::Семья	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 11}""]}"
INST::449347::224::224::12::Семья	LEM::семья::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::224::224::12::Семья	INST::449347::224::224::13::дети	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 12, \""dep_idx\"": 13}""]}"
INST::449347::224::224::12::Семья	INST::449347::224::224::13::дети	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""i\"": 12}""]}"
INST::449347::224::224::13::дети	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::1::Войдите	LEM::войти::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::1::Войдите	INST::449347::225::225::1::Войдите	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::449347::225::225::1::Войдите	INST::449347::225::225::2::карточку	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::449347::225::225::1::Войдите	INST::449347::225::225::2::карточку	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 1}""]}"
INST::449347::225::225::1::Войдите	INST::449347::225::225::4::создайте	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 1, \""dep_idx\"": 4}""]}"
INST::449347::225::225::1::Войдите	INST::449347::225::225::6::заполните	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 1, \""dep_idx\"": 6}""]}"
INST::449347::225::225::1::Войдите	INST::449347::225::225::9::сохраните	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 1, \""dep_idx\"": 9}""]}"
INST::449347::225::225::2::карточку	LEM::карточка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::2::карточку	INST::449347::225::225::3::ребенка	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::449347::225::225::2::карточку	INST::449347::225::225::3::ребенка	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 2}""]}"
INST::449347::225::225::3::ребенка	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::3::ребенка	INST::449347::225::225::4::создайте	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 3}""]}"
INST::449347::225::225::4::создайте	LEM::создайте::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::4::создайте	INST::449347::225::225::5::новую	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::449347::225::225::4::создайте	INST::449347::225::225::5::новую	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 4}""]}"
INST::449347::225::225::5::новую	LEM::новый::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::5::новую	INST::449347::225::225::6::заполните	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 5}""]}"
INST::449347::225::225::6::заполните	LEM::заполнить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::6::заполните	INST::449347::225::225::7::поле	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 6, \""dep_idx\"": 7}""]}"
INST::449347::225::225::6::заполните	INST::449347::225::225::7::поле	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 6}""]}"
INST::449347::225::225::7::поле	LEM::поле::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::7::поле	INST::449347::225::225::8::Родство	appos	dep	"{""type"": ""dep"", ""label"": ""appos"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 7, \""dep_idx\"": 8}""]}"
INST::449347::225::225::7::поле	INST::449347::225::225::8::Родство	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 7}""]}"
INST::449347::225::225::8::Родство	LEM::родство::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::8::Родство	INST::449347::225::225::9::сохраните	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 8}""]}"
INST::449347::225::225::9::сохраните	LEM::сохранить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::225::225::9::сохраните	INST::449347::225::225::10::изменения	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 9, \""dep_idx\"": 10}""]}"
INST::449347::225::225::9::сохраните	INST::449347::225::225::10::изменения	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""i\"": 9}""]}"
INST::449347::225::225::10::изменения	LEM::изменение::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::1::Войдите	LEM::войти::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::1::Войдите	INST::449347::226::226::1::Войдите	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::449347::226::226::1::Войдите	INST::449347::226::226::2::карточку	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::449347::226::226::1::Войдите	INST::449347::226::226::2::карточку	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 1}""]}"
INST::449347::226::226::1::Войдите	INST::449347::226::226::4::создайте	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 1, \""dep_idx\"": 4}""]}"
